PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,Ks5d8d3c,50|-50,sun.kaishi.2,DeepStack 
f,,,,Ac5d3s9d,50|-50,DeepStack,sun.kaishi.2 
r300c,r750c,r1875f,,TdAs4cAdTsJdQs2s,750|-750,sun.kaishi.1,DeepStack 
r300c,r750c,r1875f,,9dTh7cAh2h7h9s8c,750|-750,sun.kaishi.2,DeepStack 
r300c,k,r600c,r1200c,3hAd9sAsQh4hJdAh8s,-1200|1200,DeepStack,sun.kaishi.1 
r300r900f,,,,AdKc4d8c,300|-300,DeepStack,sun.kaishi.2 
r300f,,,,4dJcKh5s,-100|100,sun.kaishi.2,DeepStack 
k,k,k,r200f,6h2h5cAh9d8d6d6s8s,100|-100,DeepStack,sun.kaishi.2 
r200f,,,,5d2h3s4d,-100|100,sun.kaishi.1,DeepStack 
k,k,k,k,5cTs7cAdJd8sKc3c9d,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Kd4cThKc,-100|100,sun.kaishi.2,DeepStack 
f,,,,Ad4h8c3d,50|-50,DeepStack,sun.kaishi.2 
k,k,k,cr500f,4cQd8c9h2dKs2h6cJs,-100|100,sun.kaishi.2,DeepStack 
f,,,,AhKh2s8h,50|-50,sun.kaishi.1,DeepStack 
r300r900f,,,,TsTcAh3s,300|-300,DeepStack,sun.kaishi.1 
r200f,,,,4cKd6s7d,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,3d5h8c6c,-100|100,DeepStack,sun.kaishi.2 
r300r900f,,,,JsAd2c8d,300|-300,DeepStack,sun.kaishi.1 
k,cr200f,,,9d2dTd8d6h4dJs,-100|100,sun.kaishi.2,DeepStack 
k,cr200c,cr600f,,TdJsAs9h7s5c8sKh,-200|200,sun.kaishi.1,DeepStack 
cr300c,r600f,,,6s9s5s8dJdQs2c,300|-300,DeepStack,sun.kaishi.2 
cr300c,k,k,r1500f,3s6s7c3dTs4c6dKs3h,300|-300,DeepStack,sun.kaishi.1 
r200c,cr400f,,,3sKs3d4c2c8sAh,-200|200,sun.kaishi.2,DeepStack 
cr300f,,,,2hAh9s5d,100|-100,sun.kaishi.1,DeepStack 
k,k,k,k,4hKc3hJh9d9s5d7s5c,100|-100,DeepStack,sun.kaishi.2 
r300r900c,r1800c,cr4500f,,8dQd8c5c2c2h4c5h,-1800|1800,DeepStack,sun.kaishi.1 
k,cr200c,r500f,,5sQs5h9s6sQd4cTc,200|-200,sun.kaishi.2,DeepStack 
r200c,cr400f,,,5h7h9d8h9hTd9s,-200|200,sun.kaishi.1,DeepStack 
r250c,k,r500c,k,7cAs4s2d5d5c7h4c6h,500|-500,DeepStack,sun.kaishi.2 
r300f,,,,4dQs2c9c,-100|100,DeepStack,sun.kaishi.1 
r300c,k,k,k,2h3h6hTdJc7s2c7hJh,-300|300,sun.kaishi.1,DeepStack 
k,r250r750c,r1875f,,JsTd7d4c7cQh9d6s,750|-750,sun.kaishi.2,DeepStack 
r300c,cr750c,cr1875f,,Th7d7cTc7hQc6s5c,-750|750,DeepStack,sun.kaishi.2 
r300f,,,,3c5d6s3h,-100|100,DeepStack,sun.kaishi.1 
k,k,cr200c,cr600r1000f,2s4dJd5c9hAc6h3c3d,600|-600,sun.kaishi.1,DeepStack 
k,k,k,k,Ah7d6hQhAdJs3h3d9h,100|-100,sun.kaishi.2,DeepStack 
k,k,k,k,7dJh5d6hKs8dQcAh8s,0|0,DeepStack,sun.kaishi.2 
k,k,cr200f,,3h9dKd5cJd4dKc7d,-100|100,sun.kaishi.2,DeepStack 
cr300c,r600r900c,k,k,JcKsAd9d4hThKcAh3d,-900|900,DeepStack,sun.kaishi.1 
k,cr250f,,,6hKd9d3c9c2h8d,-100|100,DeepStack,sun.kaishi.2 
cr300f,,,,JhAs5dJs,100|-100,sun.kaishi.2,DeepStack 
f,,,,7h6c2d3s,50|-50,sun.kaishi.1,DeepStack 
k,r300c,cr900f,,3s7dKdTsTd8cAd4d,-300|300,DeepStack,sun.kaishi.1 
f,,,,AsQs2s8d,50|-50,sun.kaishi.1,DeepStack 
r300r900r1500c,k,k,k,Ac5c3d3hQd8c5s9hTh,1500|-1500,DeepStack,sun.kaishi.1 
r300f,,,,9s4cAc3s,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,4sThTd7s,-100|100,sun.kaishi.1,DeepStack 
r200c,r500f,,,TdKh8hAh9dTc8c,200|-200,sun.kaishi.2,DeepStack 
f,,,,9cKdTd3h,50|-50,DeepStack,sun.kaishi.1 
f,,,,3d7sJh6s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,8c3sJd3d,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,2hKdTc9s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,7c2hKd8c,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,8s2h4cJs,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,5dJhTd8c,-100|100,sun.kaishi.2,DeepStack 
r300c,r750c,r850c,k,8c9h6s6d9dKc7s5cAd,850|-850,sun.kaishi.1,DeepStack 
r300f,,,,4s2c8hKd,-100|100,DeepStack,sun.kaishi.2 
r200c,r500r1500c,cr4500c,k,7h8hAc2s3hJh5dTdJs,-4500|4500,sun.kaishi.2,DeepStack 
r300f,,,,4h3d8h8s,-100|100,DeepStack,sun.kaishi.1 
r200c,r500c,cr1000f,,7dJd3dAcTsAsTd5h,-500|500,sun.kaishi.1,DeepStack 
r300f,,,,6h3s9h2c,-100|100,DeepStack,sun.kaishi.2 
r200f,,,,Jc2d5h5c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,7d5s2hJs,-100|100,DeepStack,sun.kaishi.2 
r300c,k,k,r600f,4sAc2dTc7cAh3cQd3d,300|-300,DeepStack,sun.kaishi.1 
r200f,,,,4dQs5sKh,-100|100,sun.kaishi.2,DeepStack 
r250r750f,,,,QdJd7h3h,250|-250,DeepStack,sun.kaishi.2 
k,r250c,r625f,,7s9cTh2c6c8s2hJc,250|-250,sun.kaishi.1,DeepStack 
r300c,r750r1500c,k,k,9h6c6s9d5h7d9c3cJh,0|0,sun.kaishi.2,DeepStack 
r300c,k,r600c,k,Th7c7s4cQd2c8h7h2d,0|0,DeepStack,sun.kaishi.1 
r300r900f,,,,6c6s9s5h,300|-300,DeepStack,sun.kaishi.2 
r200c,cr400f,,,3hQhTcQc4cAsKd,-200|200,sun.kaishi.1,DeepStack 
k,cr300f,,,5dAcQsThQh7h3h,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,6s2cAsAd,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,2c4d9sAs,-100|100,DeepStack,sun.kaishi.2 
k,cr200f,,,2d9c4cThJcQd4d,-100|100,sun.kaishi.1,DeepStack 
r300c,k,r750c,r1875c,Ac3h4d6dAs6h8h3s2c,1875|-1875,sun.kaishi.2,DeepStack 
r300f,,,,9c4dTh7s,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,Js6hJhQsAs3hJd,-100|100,sun.kaishi.1,DeepStack 
r300r900r1500c,cr3750f,,,9dJdQd5c6h7s4d,-1500|1500,DeepStack,sun.kaishi.2 
r300c,cr750f,,,As8h4d8s5s9d6d,-300|300,DeepStack,sun.kaishi.1 
r300c,k,r750f,,7h9dQc7s2c2d6dTc,300|-300,sun.kaishi.2,DeepStack 
k,cr200f,,,9sKd3c6d4cQd2d,-100|100,sun.kaishi.1,DeepStack 
r300c,r600c,k,r1800f,JdQs4c2cAh2s8s6s7s,600|-600,DeepStack,sun.kaishi.2 
r250c,cr625f,,,7c3c2dQd5dJdQc,-250|250,DeepStack,sun.kaishi.1 
r200f,,,,7d3hQd5h,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Tc5h9s8h,-100|100,DeepStack,sun.kaishi.2 
f,,,,QcKd5h2s,50|-50,sun.kaishi.1,DeepStack 
r300r900f,,,,2c2dKs7d,300|-300,sun.kaishi.2,DeepStack 
r300f,,,,Ts5h4c9d,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,6cTdQsTh,-100|100,DeepStack,sun.kaishi.2 
r300r900c,r2250f,,,2s2d8d5d7s3h3c,900|-900,sun.kaishi.2,DeepStack 
r300f,,,,4c9sTc9d,-100|100,DeepStack,sun.kaishi.2 
k,k,k,k,6sQd3sKh5c7hTd9c8c,100|-100,sun.kaishi.1,DeepStack 
r300c,k,cr600f,,7s9cTd7cKd4sAd8h,-300|300,sun.kaishi.2,DeepStack 
r300r900r2700c,cr6750f,,,JhThAhTd7s2cQd,-2700|2700,DeepStack,sun.kaishi.2 
r250c,cr625f,,,Jh6h7sTsKs3d5s,-250|250,DeepStack,sun.kaishi.1 
k,k,k,k,9h6h2hKdAsKhQd4c4s,-100|100,sun.kaishi.1,DeepStack 
cr500c,r1250c,cr3750f,,6h6cThAd8hTc9s8c,-1250|1250,sun.kaishi.2,DeepStack 
r300f,,,,2c8s7d7h,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,6c3sKs7d,-100|100,DeepStack,sun.kaishi.1 
r300c,r900f,,,Qd7c9hTd4cQc7s,300|-300,sun.kaishi.2,DeepStack 
r200c,r500c,k,k,9d5cTsTcQcKs2cQd3c,-500|500,sun.kaishi.1,DeepStack 
r300c,k,r900f,,AdTs6s3s7hAs2dQd,300|-300,DeepStack,sun.kaishi.2 
r200r600f,,,,JhQs3h5s,200|-200,sun.kaishi.2,DeepStack 
r300r900f,,,,JsJh3h6h,300|-300,DeepStack,sun.kaishi.1 
r300c,k,cr750f,,8sKh3d7h5s9hQd6h,-300|300,DeepStack,sun.kaishi.2 
r300c,k,k,cr900f,Ad6cTd6h2sJs2c8s4h,-300|300,sun.kaishi.1,DeepStack 
k,k,k,k,8d6h5h9cQc4d9s4h7s,-100|100,sun.kaishi.2,DeepStack 
r300c,k,cr750r2250c,k,Qh5h9dTh2h2s3hTs5s,-2250|2250,DeepStack,sun.kaishi.2 
k,k,k,k,Qs7c6c9sThJc2s5d3s,100|-100,DeepStack,sun.kaishi.1 
r200f,,,,2d9d9h7c,-100|100,sun.kaishi.2,DeepStack 
r300c,cr900c,cr2700f,,6c4cAsAdKh3d6s9d,-900|900,DeepStack,sun.kaishi.2 
r300f,,,,2dQd7sAc,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,4cJd8h9d,-100|100,DeepStack,sun.kaishi.1 
r300c,k,r900f,,5dQh6c3cQdAs9sQs,300|-300,sun.kaishi.2,DeepStack 
r200c,cr600c,k,k,4h9h5d7h8h9sJcTd2c,-600|600,sun.kaishi.1,DeepStack 
r300r900f,,,,JcTc2c8d,300|-300,DeepStack,sun.kaishi.2 
r300c,k,k,r600c,JcTh4cAdKh3h7s4s5c,-600|600,DeepStack,sun.kaishi.1 
r300c,cr600f,,,Ts6hJs8hKd2s8d,-300|300,sun.kaishi.2,DeepStack 
r300r900r1500r3000c,cr9000f,,,9h9sQs4s5dKc3d,-3000|3000,DeepStack,sun.kaishi.2 
r200c,r500c,k,k,5s8d6s5d6c2cJsTcAs,-500|500,sun.kaishi.1,DeepStack 
k,r300f,,,TsKsKhQs6s2s8d,100|-100,sun.kaishi.2,DeepStack 
r300c,k,k,k,9sKd2dJs8dJd4d3h4s,-300|300,DeepStack,sun.kaishi.1 
cr300c,r600f,,,Th8sQc2sKd8c9s,300|-300,DeepStack,sun.kaishi.2 
f,,,,7cKd9d3c,50|-50,sun.kaishi.2,DeepStack 
r300r900f,,,,QsQcKs6c,300|-300,sun.kaishi.1,DeepStack 
r300f,,,,6h9sQd6s,-100|100,DeepStack,sun.kaishi.2 
r300c,cr750f,,,KdJs8sAs6s3cAc,-300|300,DeepStack,sun.kaishi.1 
r300f,,,,4dThQdJd,-100|100,sun.kaishi.2,DeepStack 
r300c,cr750c,k,k,JsQcAc5s2d4dTh4hKc,-750|750,DeepStack,sun.kaishi.2 
cr300r900r2700f,,,,AdKc2dQd,900|-900,sun.kaishi.1,DeepStack 
r300c,r750c,r1875c,k,7dJd7h7cJc9s5c3d6d,1875|-1875,sun.kaishi.2,DeepStack 
r300r900f,,,,Ac5c5s7d,300|-300,DeepStack,sun.kaishi.1 
r300r900f,,,,AdKdTd6h,300|-300,sun.kaishi.1,DeepStack 
r300r900c,cr2250c,cr6750c,r13500f,AsKsKd2dJs7d8s5s2s,6750|-6750,DeepStack,sun.kaishi.2 
r300r900f,,,,6h6c7h4d,300|-300,DeepStack,sun.kaishi.1 
cr300c,r900f,,,AcAhQs7sTd4c8s,300|-300,sun.kaishi.1,DeepStack 
r300f,,,,4c6hQcKc,-100|100,DeepStack,sun.kaishi.1 
k,k,k,k,Kc2sKd9s3s5d5sQsJh,0|0,sun.kaishi.2,DeepStack 
cr300c,r750f,,,AcTd9hKd8s8c6h,300|-300,sun.kaishi.1,DeepStack 
r300c,k,r600r1800r3600f,,Qc3c4d3d7s7h2c5c,1800|-1800,DeepStack,sun.kaishi.1 
r300c,k,r900f,,8h5hQd7c3hJc6c2h,300|-300,DeepStack,sun.kaishi.2 
r200f,,,,5sTdKcTc,-100|100,sun.kaishi.1,DeepStack 
k,k,k,cr300f,Ks3d5s7d9h2d4h9cAc,-100|100,sun.kaishi.2,DeepStack 
r300c,cr750c,cr1875f,,6c7d3sAs6s4cJhAh,-750|750,DeepStack,sun.kaishi.1 
r300c,r900c,cr2700c,cr8100f,Ks8c6d5d8h4sAd3dAs,-2700|2700,DeepStack,sun.kaishi.2 
f,,,,9d2h9c2s,50|-50,sun.kaishi.1,DeepStack 
r300r900f,,,,9dJd6s2s,300|-300,DeepStack,sun.kaishi.1 
f,,,,4h5d9d3s,50|-50,sun.kaishi.1,DeepStack 
r300f,,,,4sKd2d6d,-100|100,DeepStack,sun.kaishi.1 
k,k,k,k,As2h3hJsKc4sQh6c5c,100|-100,sun.kaishi.2,DeepStack 
k,r250c,k,k,4c5cTsJhAh7d8dJdTh,-250|250,sun.kaishi.1,DeepStack 
r300c,cr750f,,,Qs9cThQd6d7hKh,-300|300,DeepStack,sun.kaishi.2 
r200f,,,,Ts3cAc3d,-100|100,sun.kaishi.2,DeepStack 
r300r900c,r2700f,,,8hTh5hJh6s2d9d,900|-900,DeepStack,sun.kaishi.1 
r300c,cr750f,,,9s6s2sQc7c3cAc,-300|300,DeepStack,sun.kaishi.2 
r300r900f,,,,TcQd4c6s,300|-300,sun.kaishi.1,DeepStack 
r300f,,,,8c5h6d2d,-100|100,sun.kaishi.2,DeepStack 
r300c,cr750c,k,k,7sQs5c7h3s5hTcJd9c,-750|750,DeepStack,sun.kaishi.1 
r250c,k,k,k,3dKs3cThJh4sKdKcTs,250|-250,DeepStack,sun.kaishi.2 
r300f,,,,8hKc9sKs,-100|100,sun.kaishi.1,DeepStack 
f,,,,4sKs7h2c,50|-50,sun.kaishi.2,DeepStack 
r300c,cr750f,,,6hKs8dAc9cAdJc,-300|300,DeepStack,sun.kaishi.2 
r250c,k,k,k,6sAc6h2c4cAd9h3c6c,250|-250,DeepStack,sun.kaishi.1 
r200f,,,,Ac6s8s6c,-100|100,sun.kaishi.2,DeepStack 
r300r900c,r2700c,k,cr8100f,Ad5dTcAhJd9d6c2s8c,-2700|2700,DeepStack,sun.kaishi.2 
r300f,,,,3dQhAhQd,-100|100,sun.kaishi.1,DeepStack 
f,,,,2hTd3h9d,50|-50,sun.kaishi.2,DeepStack 
r300r900c,r1800c,cr5400f,,6d6hTsAh3s9d2cTc,-1800|1800,DeepStack,sun.kaishi.2 
k,cr250f,,,2hTd3cQc9s8s3h,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,3cTs6dQc7dJcQh,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,6s7d9hKs,-100|100,sun.kaishi.1,DeepStack 
r300c,k,r600c,k,6cTc6dJcKs3h4d2dTs,600|-600,DeepStack,sun.kaishi.1 
r300c,cr750f,,,8hAcAhQdQsKs7c,-300|300,DeepStack,sun.kaishi.2 
r300c,r750f,,,Tc9cAs5s7c3c3d,300|-300,sun.kaishi.2,DeepStack 
r300f,,,,Qh3c8dAh,-100|100,DeepStack,sun.kaishi.2 
r200c,cr600f,,,8dKs6cAs6h2d4h,-200|200,sun.kaishi.1,DeepStack 
r300c,cr600f,,,TsJs5c7h2s3h6d,-300|300,sun.kaishi.2,DeepStack 
r300c,k,k,k,Ah4c5s6cJhQdKd3d2s,300|-300,DeepStack,sun.kaishi.2 
r300r900f,,,,6h7h3d4s,300|-300,DeepStack,sun.kaishi.1 
r200c,r500f,,,6hJh6dAh3d7hKd,200|-200,sun.kaishi.1,DeepStack 
r300c,k,r750c,k,Kh5s2hAhQsKdQhTc6s,750|-750,sun.kaishi.2,DeepStack 
r300f,,,,7c2hTh7s,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,5dJs4dJd,-100|100,sun.kaishi.1,DeepStack 
r300r900r2250c,cr5625c,k,cr20000c,JsKs4h5hJd8s7s3s3h,20000|-20000,DeepStack,sun.kaishi.2 
r300f,,,,Js3c6dAh,-100|100,DeepStack,sun.kaishi.1 
r200r600f,,,,KsJc6hQd,200|-200,sun.kaishi.1,DeepStack 
r300f,,,,4cKdAh9s,-100|100,DeepStack,sun.kaishi.1 
k,k,cr200f,,6d3h7s5sJc9hKsAs,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,6cTsJcQs,-100|100,sun.kaishi.1,DeepStack 
r300c,k,k,k,TcQh3s9cQcAc7s8s7c,300|-300,DeepStack,sun.kaishi.1 
r300f,,,,8s2cKdAs,-100|100,DeepStack,sun.kaishi.2 
cr300c,k,cr600c,cr1200c,5s5cTcQd7c6sTd4h2s,-1200|1200,sun.kaishi.2,DeepStack 
r200r600f,,,,QhKd3d9d,200|-200,sun.kaishi.1,DeepStack 
r300c,cr900c,cr2700c,r5400r20000f,QdTsTdJc4hTc3dJhQh,-5400|5400,DeepStack,sun.kaishi.2 
r300r900c,r2700c,cr8100f,,4c4s8dJhKdJs8s2s,-2700|2700,DeepStack,sun.kaishi.1 
r300r900c,r2250f,,,9sAc5c5h7dJhTh,900|-900,sun.kaishi.2,DeepStack 
r200r600f,,,,JdThAh2s,200|-200,sun.kaishi.1,DeepStack 
r300f,,,,4s2h9sAc,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,9c2dAs5d,-100|100,DeepStack,sun.kaishi.2 
r200c,cr400f,,,7d6s6h9hAd2h2d,-200|200,sun.kaishi.1,DeepStack 
cr300c,k,k,k,JsKs8c5s3d7hAhKc6d,300|-300,sun.kaishi.2,DeepStack 
r300r900c,cr2700r20000f,,,5h4hKhTh4s6cQd,2700|-2700,DeepStack,sun.kaishi.1 
r300f,,,,8h2h5sTs,-100|100,DeepStack,sun.kaishi.2 
k,cr300f,,,Qd8cJd7d5c3d7c,-100|100,sun.kaishi.2,DeepStack 
f,,,,Th3s3d8s,50|-50,sun.kaishi.1,DeepStack 
r300c,cr750f,,,As5c9hKd7dJd3c,-300|300,DeepStack,sun.kaishi.1 
r300c,k,k,k,8s7cQd4h7sTd9sTsTh,300|-300,DeepStack,sun.kaishi.2 
r300r900c,k,r2250f,,7h9h8sTh2sQd6d5d,900|-900,sun.kaishi.1,DeepStack 
r300r900c,cr1800c,k,k,JhJc7s5s3sAc2c8dAs,1800|-1800,sun.kaishi.2,DeepStack 
r300r900r2700c,cr6750f,,,3s3dAdQhKd6c2s,-2700|2700,DeepStack,sun.kaishi.1 
r250r750f,,,,Js9s3d5c,250|-250,DeepStack,sun.kaishi.2 
k,k,k,cr300f,JcQh8d5d4h3d3s8s7s,-100|100,sun.kaishi.2,DeepStack 
r300c,cr600c,k,cr1800c,7dQsTs9hKh4d6d6c7h,1800|-1800,sun.kaishi.1,DeepStack 
r300c,cr750f,,,JcAh8cQcQs7h9s,-300|300,DeepStack,sun.kaishi.1 
k,cr300r750r2250f,,,4d8s4c3c2c7c3d,-750|750,sun.kaishi.1,DeepStack 
r300r900f,,,,JhKh9d3h,300|-300,DeepStack,sun.kaishi.1 
k,k,cr300f,,2d5d4s8cQc6cKdTs,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,6h9sKcTd,-100|100,DeepStack,sun.kaishi.2 
f,,,,6c2h2d9d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3cQhTs6s,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,2sJcQs3h,-100|100,DeepStack,sun.kaishi.2 
r200c,k,r500c,k,6h5d5s6dJsKs7d6s4c,0|0,sun.kaishi.1,DeepStack 
k,k,k,k,8cJsQcTsAs8h2h7c4s,100|-100,sun.kaishi.2,DeepStack 
f,,,,4d6c8s2d,50|-50,DeepStack,sun.kaishi.1 
f,,,,Kh8hTs2h,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,4hAc3h3c,-100|100,sun.kaishi.2,DeepStack 
r200r600r1800f,,,,Kh9cTd8d,-600|600,sun.kaishi.1,DeepStack 
r300c,cr750f,,,TsAhQcJh4d5s8s,-300|300,DeepStack,sun.kaishi.2 
r300f,,,,3h4d5c5h,-100|100,DeepStack,sun.kaishi.1 
cr300f,,,,JsAs8h4d,100|-100,sun.kaishi.2,DeepStack 
cr300c,r900f,,,JcKhJs9dQcAc3c,300|-300,sun.kaishi.1,DeepStack 
r250r750c,r1500c,cr4500f,,6h8hAs3h2cQh9s3c,-1500|1500,DeepStack,sun.kaishi.2 
r300f,,,,2h7dAdJh,-100|100,DeepStack,sun.kaishi.1 
r300r900c,r2250c,k,cr6750f,9c9s7s6sQs6dTd8hAh,-2250|2250,sun.kaishi.2,DeepStack 
r300f,,,,4h9s6c8h,-100|100,sun.kaishi.1,DeepStack 
r250c,cr625c,k,k,2sQs4s7s2h8d4hJh6c,-625|625,DeepStack,sun.kaishi.1 
r300c,r750f,,,KhTs4c2c7h8h9d,300|-300,sun.kaishi.1,DeepStack 
k,cr300f,,,2s3dTc5c9c7s7c,-100|100,DeepStack,sun.kaishi.1 
k,k,k,k,5c8h5hAdJsJc7cKh3h,-100|100,DeepStack,sun.kaishi.2 
r300c,cr600c,k,k,TcKcTs3s6h5c8sAh5d,600|-600,sun.kaishi.1,DeepStack 
r300c,cr600f,,,9cAs2dKd3d6c8h,-300|300,sun.kaishi.2,DeepStack 
f,,,,AsAh8h5d,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,8h3d2dKcJcJh4c,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750f,,,2sAcJcAdKd3d3h,-300|300,DeepStack,sun.kaishi.1 
r300f,,,,2c9s6h5s,-100|100,sun.kaishi.1,DeepStack 
f,,,,5c8hKh3s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,7h4c7c6h,-100|100,sun.kaishi.1,DeepStack 
f,,,,QhJhQd5h,50|-50,DeepStack,sun.kaishi.1 
f,,,,5d8c2h8s,50|-50,sun.kaishi.1,DeepStack 
r300c,cr750f,,,2dJdKsQsTh6h9c,-300|300,DeepStack,sun.kaishi.1 
r200f,,,,4hJhJsAc,-100|100,sun.kaishi.1,DeepStack 
f,,,,9cKh2s8c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3dJs8sKc,-100|100,sun.kaishi.1,DeepStack 
r300r900r2700f,,,,Th9d3hAh,-900|900,DeepStack,sun.kaishi.1 
cr20000f,,,,AcKc4s7s,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,Kd2sQdKs,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,8c4h2dAdAs5hKh,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,5c4dJc8c,-100|100,DeepStack,sun.kaishi.1 
r200f,,,,Ts5cTc9s,-100|100,sun.kaishi.1,DeepStack 
r300r900r2700r20000c,,,,AcKsAh5h2hAd2cTd3s,20000|-20000,DeepStack,sun.kaishi.1 
k,k,k,cr300c,4hTd8h6dKcJsQh4c3s,300|-300,sun.kaishi.1,DeepStack 
f,,,,9dAs3cQh,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr300f,2h3h4c9dJs9sQs7h4h,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750r1500c,cr4500f,,5h8hAhTh4d5c7d4s,-1500|1500,DeepStack,sun.kaishi.1 
r300f,,,,Tc3d7cTs,-100|100,sun.kaishi.1,DeepStack 
f,,,,8h7c4s9c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Qs3cTh5s,-100|100,sun.kaishi.1,DeepStack 
cr300c,k,r600f,,4c4sKs9hAs3d2c2d,300|-300,DeepStack,sun.kaishi.1 
r200c,r500c,cr1000f,,QhTc9sJcKd9cKh7c,-500|500,sun.kaishi.1,DeepStack 
r300c,cr750c,cr2250f,,Kd5sTdQc4dQd9d7h,-750|750,DeepStack,sun.kaishi.1 
r300c,r900f,,,Ac3c7s6hJs8c2c,300|-300,sun.kaishi.1,DeepStack 
f,,,,4cAdJh2c,50|-50,DeepStack,sun.kaishi.1 
f,,,,Kd5s2s4c,50|-50,sun.kaishi.1,DeepStack 
f,,,,3h8s2h8h,50|-50,DeepStack,sun.kaishi.1 
f,,,,2sKd2d9h,50|-50,sun.kaishi.1,DeepStack 
f,,,,JdTh4s7s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Kh6c7dKs,-100|100,sun.kaishi.1,DeepStack 
f,,,,3dTs4cJc,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3d6s9c4c,-100|100,sun.kaishi.1,DeepStack 
f,,,,4sAh5hTd,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,7s3s5d9c8hJh6c,-100|100,sun.kaishi.1,DeepStack 
f,,,,3d4sTh6c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,4c6d4hTh,-100|100,sun.kaishi.1,DeepStack 
f,,,,3cQs5h8c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,QcJsAh8sTs7d6s2c2h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,7hQc4d4s,-100|100,DeepStack,sun.kaishi.1 
r200r600f,,,,9dQh3c4h,200|-200,sun.kaishi.1,DeepStack 
r300c,cr750c,k,cr2250c,4cTcTd8c9s6h4d6s2c,2250|-2250,DeepStack,sun.kaishi.1 
cr300f,,,,Ac8c3sTc,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,6hJcTs8s,-100|100,DeepStack,sun.kaishi.1 
f,,,,Ks9d8c2h,50|-50,sun.kaishi.1,DeepStack 
f,,,,Jd4sTc7d,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,r500f,,Tc3d9cAhKdTs7h6s,200|-200,sun.kaishi.1,DeepStack 
k,k,k,k,4dJh8cKh2sAsQsKc5d,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,2s9c5s8c,-100|100,sun.kaishi.1,DeepStack 
f,,,,3h6hTh3c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,8c5s4sQh8d7cKs2hKh,100|-100,sun.kaishi.1,DeepStack 
r300r900r1500c,cr4500f,,,7dTd4d4sJh2sQd,-1500|1500,DeepStack,sun.kaishi.1 
r300f,,,,9s6hAhJc,-100|100,sun.kaishi.1,DeepStack 
f,,,,TsKhTc5c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,Th8d5sAh7hTd4s7sJd,100|-100,sun.kaishi.1,DeepStack 
f,,,,3dAhQh2s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Js5cQsJd,-100|100,sun.kaishi.1,DeepStack 
f,,,,7hJc9d2d,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,k,cr600c,8h3sKdJdAc2d4h3h8c,600|-600,sun.kaishi.1,DeepStack 
f,,,,Td5s2cQh,50|-50,DeepStack,sun.kaishi.1 
r300r900c,r2250c,r6750c,r20000c,AcKsJd9d8cKhTh9s7s,-20000|20000,sun.kaishi.1,DeepStack 
