PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r20000f,,,,Qs5c5sQh,300|-300,sethi.muskan.4,DeepStack 
f,,,,JsQd9c3d,50|-50,sethi.muskan.3,DeepStack 
r20000f,,,,Ad9dKc5h,-100|100,DeepStack,sethi.muskan.3 
cr20000f,,,,Ad6c7h4s,100|-100,sethi.muskan.1,DeepStack 
r20000c,,,,9s9d3hAsTd7d3d9h7s,20000|-20000,DeepStack,sethi.muskan.4 
f,,,,4d6c3d7h,50|-50,sethi.muskan.3,DeepStack 
f,,,,Ac3s5h9c,50|-50,DeepStack,sethi.muskan.3 
k,cr200f,,,Ts7h5c9s3cAh5s,-100|100,sethi.muskan.4,DeepStack 
f,,,,5d8c6c4s,50|-50,DeepStack,sethi.muskan.1 
cr20000f,,,,Ks2s9s5s,100|-100,sethi.muskan.3,DeepStack 
r300r20000c,,,,6sTsKhQhJd8d7s7d5c,-20000|20000,sethi.muskan.1,DeepStack 
f,,,,5c8s9sQc,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,6d8sQc5s,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,9s3dThJh,-100|100,sethi.muskan.3,DeepStack 
r300r20000f,,,,7hAsAd4s,300|-300,sethi.muskan.4,DeepStack 
f,,,,Ts9s4sJd,50|-50,DeepStack,sethi.muskan.1 
f,,,,Jc5d5s4d,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,Tc6d9cTs,-100|100,DeepStack,sethi.muskan.4 
cr20000f,,,,Qc8sAh5d,100|-100,sethi.muskan.1,DeepStack 
k,cr200f,,,2dTsTh5c7h8s5s,-100|100,sethi.muskan.3,DeepStack 
k,cr300f,,,7dJc7cTc6sAd9d,-100|100,DeepStack,sethi.muskan.1 
r300r900c,r4500c,r13500f,,JcJdAdKh2d9d3sJh,4500|-4500,sethi.muskan.4,DeepStack 
f,,,,Ac2h3d6h,50|-50,DeepStack,sethi.muskan.3 
f,,,,8s4h9d3s,50|-50,sethi.muskan.3,DeepStack 
f,,,,ThJc4hJs,50|-50,DeepStack,sethi.muskan.3 
cr300c,r900c,cr1800f,,Ks6sJcKdQd7s9dQc,-900|900,sethi.muskan.1,DeepStack 
r300f,,,,6h9c4h4s,-100|100,sethi.muskan.3,DeepStack 
r300c,k,cr900f,,6hAd6sJsKh9cTdQs,-300|300,DeepStack,sethi.muskan.3 
r300c,cr900f,,,8cAhQh4h4s5cKh,-300|300,DeepStack,sethi.muskan.4 
r200f,,,,Qs3s7h5s,-100|100,sethi.muskan.4,DeepStack 
k,r500c,r1500c,k,8c3c4cAsAc9c3h7d6c,1500|-1500,sethi.muskan.3,DeepStack 
f,,,,6h9s6d7s,50|-50,DeepStack,sethi.muskan.1 
f,,,,6hAs8d5h,50|-50,DeepStack,sethi.muskan.4 
r300r1500f,,,,9hJh4s7h,300|-300,sethi.muskan.1,DeepStack 
f,,,,4c2c6d2s,50|-50,sethi.muskan.4,DeepStack 
f,,,,Js3d9s4d,50|-50,DeepStack,sethi.muskan.4 
k,cr300f,,,9dKs4c2c6h3dTs,-100|100,DeepStack,sethi.muskan.1 
f,,,,6c5c4dTc,50|-50,DeepStack,sethi.muskan.3 
r200r600f,,,,ThKh6cJs,200|-200,sethi.muskan.3,DeepStack 
r300r900r2700c,k,k,k,5d5h4hAd3sQd6c9c5s,2700|-2700,DeepStack,sethi.muskan.3 
r200r600c,r1800f,,,8cJs2sTs8d5h4d,600|-600,sethi.muskan.4,DeepStack 
cr500f,,,,JhKd9d4c,100|-100,sethi.muskan.1,DeepStack 
f,,,,3d9c2h6d,50|-50,DeepStack,sethi.muskan.4 
k,cr300c,cr900r1800r9000f,,KhTd7h8d5h2h7c8h,-1800|1800,DeepStack,sethi.muskan.1 
r200c,k,cr600f,,Qc5d6c9sKs4s4cTd,-200|200,sethi.muskan.4,DeepStack 
r300f,,,,4hQh9c8c,-100|100,sethi.muskan.3,DeepStack 
f,,,,9c3d4s5h,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,4h8sJc5d,-100|100,sethi.muskan.3,DeepStack 
f,,,,6c9c5hTh,50|-50,DeepStack,sethi.muskan.3 
f,,,,QhJs6c4h,50|-50,DeepStack,sethi.muskan.4 
r300c,k,cr600f,,5dQc4d3c3d2s8s2h,-300|300,sethi.muskan.3,DeepStack 
k,r300c,r1500f,,Qh3h9cKsQsTd7c7d,300|-300,sethi.muskan.4,DeepStack 
r200r1000f,,,,4d2d8dKh,200|-200,sethi.muskan.1,DeepStack 
r500f,,,,5s2s8h6h,-100|100,DeepStack,sethi.muskan.1 
r500f,,,,7cJs9cTc,-100|100,DeepStack,sethi.muskan.4 
r20000f,,,,5sJdTcKs,-100|100,DeepStack,sethi.muskan.3 
r300r20000f,,,,2hKdQsKh,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,7d6cJd9s,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,2s8c7h7c,-100|100,sethi.muskan.3,DeepStack 
r20000f,,,,Ac6sJd9d,-100|100,DeepStack,sethi.muskan.1 
r20000f,,,,As7s7hAc,-100|100,DeepStack,sethi.muskan.3 
r20000f,,,,TcAd8dAc,-100|100,DeepStack,sethi.muskan.4 
r200r20000f,,,,ThQc4c9c,200|-200,sethi.muskan.3,DeepStack 
r200f,,,,7c2h9d6d,-100|100,sethi.muskan.4,DeepStack 
r200r20000f,,,,9sAc4s4d,200|-200,sethi.muskan.1,DeepStack 
cr300r500c,cr1500f,,,9dKsKdKh2c5c8c,-500|500,DeepStack,sethi.muskan.1 
f,,,,8hKs2h8s,50|-50,DeepStack,sethi.muskan.3 
r200r600c,r1200f,,,6s6hKdTd3d2sAh,600|-600,DeepStack,sethi.muskan.4 
r300f,,,,2cQs8cQd,-100|100,sethi.muskan.3,DeepStack 
f,,,,QdJcTs6h,50|-50,DeepStack,sethi.muskan.3 
f,,,,JcAs2s9c,50|-50,sethi.muskan.4,DeepStack 
f,,,,6cKh3d7s,50|-50,sethi.muskan.3,DeepStack 
f,,,,As8s2s5h,50|-50,sethi.muskan.1,DeepStack 
f,,,,4cAc3h9c,50|-50,DeepStack,sethi.muskan.4 
f,,,,QhKs5sJd,50|-50,DeepStack,sethi.muskan.3 
f,,,,Td6c4cQc,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,5hQd4h8h,-100|100,sethi.muskan.3,DeepStack 
cr500f,,,,KsQhJc4d,100|-100,sethi.muskan.1,DeepStack 
r20000f,,,,Js5sTsKc,-100|100,DeepStack,sethi.muskan.3 
cr500c,k,cr1500f,,5dTdQs9hJc5h3c8c,-500|500,sethi.muskan.4,DeepStack 
r200r1000c,r5000c,r20000c,,QdJc6sKs8sQhJs2sAd,-20000|20000,sethi.muskan.3,DeepStack 
f,,,,5d7sTh4c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,5h7c9d9h,-100|100,sethi.muskan.1,DeepStack 
f,,,,4sAc3h4d,50|-50,DeepStack,sethi.muskan.3 
f,,,,6d4h3s5d,50|-50,DeepStack,sethi.muskan.1 
cr300c,r900f,,,Ah2c9hQd7dAs4h,300|-300,sethi.muskan.3,DeepStack 
f,,,,6c7h9cJd,50|-50,DeepStack,sethi.muskan.4 
r200r600c,cr1200f,,,5hAs5dAc9dJd4c,-600|600,sethi.muskan.1,DeepStack 
r300f,,,,2h3sAh6c,-100|100,sethi.muskan.4,DeepStack 
f,,,,2s4cQd6h,50|-50,DeepStack,sethi.muskan.3 
f,,,,9s7dJsTh,50|-50,DeepStack,sethi.muskan.4 
f,,,,TsKh2h9c,50|-50,sethi.muskan.3,DeepStack 
f,,,,Ks5c7c2s,50|-50,DeepStack,sethi.muskan.3 
k,r300c,k,k,4s3dAd5c7c4c9hQh7s,300|-300,sethi.muskan.4,DeepStack 
r200r600r1800c,cr5400f,,,ThAhJcJd8s9h8d,-1800|1800,DeepStack,sethi.muskan.1 
r200f,,,,6sTcKd5h,-100|100,sethi.muskan.3,DeepStack 
f,,,,4sJc9cQh,50|-50,DeepStack,sethi.muskan.3 
cr300f,,,,5hQs8h4s,100|-100,sethi.muskan.3,DeepStack 
f,,,,As4s9s3d,50|-50,DeepStack,sethi.muskan.4 
r300r900c,cr2700f,,,Js8s8h7h4hKh9c,-900|900,DeepStack,sethi.muskan.3 
cr300c,r900f,,,TsTh6h4s3hQdJc,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,3h6s4d6h,-100|100,sethi.muskan.4,DeepStack 
f,,,,Jc3c9s7c,50|-50,DeepStack,sethi.muskan.4 
cr300f,,,,7d6dTc3s,100|-100,sethi.muskan.4,DeepStack 
f,,,,3d3cQd6c,50|-50,DeepStack,sethi.muskan.1 
cr500f,,,,Ad6c8d4h,100|-100,sethi.muskan.3,DeepStack 
f,,,,9h8s3cTd,50|-50,DeepStack,sethi.muskan.4 
r300r900c,k,k,k,JsAs8s5sKc4h2c3d8d,-900|900,sethi.muskan.1,DeepStack 
f,,,,5cJd8s2h,50|-50,DeepStack,sethi.muskan.3 
k,k,k,cr200f,4h2c2hJs9hJdAd5sAh,-100|100,sethi.muskan.4,DeepStack 
k,cr200f,,,4cTsQs5d3h9d9s,-100|100,sethi.muskan.3,DeepStack 
f,,,,Td6d8sJd,50|-50,DeepStack,sethi.muskan.3 
f,,,,Jc6sJs7h,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,6h7c5h7h,-100|100,sethi.muskan.3,DeepStack 
r300r600r1800c,k,k,k,9dTdAhTh2s4cKdQh9h,1800|-1800,DeepStack,sethi.muskan.1 
f,,,,5h2s4s5c,50|-50,DeepStack,sethi.muskan.3 
cr300c,r900c,cr1800c,r9000f,4hAhKc9dQc3sKd2h5h,1800|-1800,sethi.muskan.4,DeepStack 
r300r900f,,,,KsTh8dKc,300|-300,sethi.muskan.3,DeepStack 
f,,,,7d7h5d3h,50|-50,DeepStack,sethi.muskan.3 
r200f,,,,Ts2sKcJs,-100|100,sethi.muskan.3,DeepStack 
f,,,,6cAs5h4c,50|-50,DeepStack,sethi.muskan.3 
f,,,,4hJdKd5s,50|-50,DeepStack,sethi.muskan.4 
k,k,k,k,6hTh4sAc6d2dJhKs5c,100|-100,sethi.muskan.1,DeepStack 
r200f,,,,Ad3dTs6c,-100|100,sethi.muskan.3,DeepStack 
r300f,,,,Ts3hKcKd,-100|100,sethi.muskan.4,DeepStack 
f,,,,Kh2h4c6c,50|-50,DeepStack,sethi.muskan.3 
f,,,,2d7s4c2c,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,4c2s5d7d,-100|100,sethi.muskan.3,DeepStack 
r300f,,,,Qc8dQdQh,-100|100,sethi.muskan.4,DeepStack 
f,,,,Ks9dJh8d,50|-50,DeepStack,sethi.muskan.4 
f,,,,6s5hJd6d,50|-50,DeepStack,sethi.muskan.3 
r300c,cr600r1800c,r5400c,r20000f,9hTh7cKh3s7hQhKdQd,5400|-5400,sethi.muskan.4,DeepStack 
k,k,r200f,,Ts9c6c3cAh5hQhJc,100|-100,DeepStack,sethi.muskan.1 
k,cr200f,,,Qs4hQc2sTs6cJs,-100|100,sethi.muskan.3,DeepStack 
r500f,,,,2d4dAc7s,-100|100,DeepStack,sethi.muskan.3 
f,,,,7d2dQs3d,50|-50,DeepStack,sethi.muskan.4 
k,cr200c,r600f,,5d9dJc9sQcQs6d6s,200|-200,sethi.muskan.1,DeepStack 
r300f,,,,Qc3dJh5s,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,2h6d8s7s,-100|100,sethi.muskan.3,DeepStack 
r300f,,,,8d4sTcJs,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,3h7cQcTh,-100|100,DeepStack,sethi.muskan.3 
r300r1500f,,,,Qd6d9h6s,300|-300,sethi.muskan.4,DeepStack 
k,k,k,k,3d6sAd6d5hQhJdKh2c,-100|100,sethi.muskan.3,DeepStack 
f,,,,Th2s9h3c,50|-50,DeepStack,sethi.muskan.1 
f,,,,Qs7h2c7d,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,8dQs3s3d,-100|100,sethi.muskan.1,DeepStack 
f,,,,Tc5s7s3h,50|-50,sethi.muskan.4,DeepStack 
r300r900r2700c,cr6750c,k,k,KcJd6h2h7h3sKdAs4h,6750|-6750,DeepStack,sethi.muskan.4 
f,,,,JhAh5d8h,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,As6c9d9h8sJh7h,-100|100,DeepStack,sethi.muskan.3 
r300r900c,r2700f,,,3sAhKhQh5s2s8s,900|-900,sethi.muskan.1,DeepStack 
r300r900c,r2250c,cr4500c,cr13500f,2h2cJdThKs7dQhKd4h,-4500|4500,sethi.muskan.3,DeepStack 
r200r600c,r1800f,,,AdJh5sAcThKd6s,600|-600,sethi.muskan.4,DeepStack 
r300f,,,,8d3h8cKc,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,3s7sJsAc,-100|100,sethi.muskan.1,DeepStack 
f,,,,Tc2s8s9h,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,Qd9sTsKd,-100|100,sethi.muskan.4,DeepStack 
f,,,,4h8c8sKc,50|-50,DeepStack,sethi.muskan.3 
f,,,,4h5s5h8s,50|-50,DeepStack,sethi.muskan.1 
r300c,r900c,k,k,As6cKs7h6sKh9h9s3s,-900|900,sethi.muskan.3,DeepStack 
cr300r900r2700c,k,cr13500r20000c,,QhTdKhJh8hAc9sJd2c,20000|-20000,DeepStack,sethi.muskan.4 
r300c,k,k,r900c,7d8sTsKsAc7cQsQcAs,-900|900,sethi.muskan.1,DeepStack 
f,,,,7h3cTs2h,50|-50,DeepStack,sethi.muskan.3 
k,cr200f,,,8dJhKs4s8cAsQd,-100|100,sethi.muskan.3,DeepStack 
r300r20000f,,,,9cAs2cAd,300|-300,sethi.muskan.4,DeepStack 
f,,,,6c7c2s6d,50|-50,DeepStack,sethi.muskan.1 
r20000f,,,,3c2dTsKd,-100|100,DeepStack,sethi.muskan.4 
cr20000f,,,,8dJhTd3h,100|-100,sethi.muskan.1,DeepStack 
f,,,,ThKh6s2h,50|-50,DeepStack,sethi.muskan.3 
f,,,,Tc4h3d9s,50|-50,sethi.muskan.4,DeepStack 
cr20000f,,,,6cTc4s8h,100|-100,sethi.muskan.3,DeepStack 
r20000f,,,,7hKcJsKd,-100|100,DeepStack,sethi.muskan.4 
r20000c,,,,7c7h6dQs9sAsKhTdQc,-20000|20000,DeepStack,sethi.muskan.1 
r20000f,,,,QhKcQc4h,-100|100,DeepStack,sethi.muskan.3 
r300r20000f,,,,Qc8s5sAh,300|-300,sethi.muskan.4,DeepStack 
cr20000f,,,,9dAhJh2c,100|-100,sethi.muskan.3,DeepStack 
r300r20000f,,,,4dQs3cAs,300|-300,sethi.muskan.1,DeepStack 
f,,,,3cTs6c8d,50|-50,DeepStack,sethi.muskan.4 
r20000f,,,,Kh5d9d8h,-100|100,DeepStack,sethi.muskan.3 
cr20000f,,,,2hQc6hJc,100|-100,sethi.muskan.4,DeepStack 
r20000f,,,,6h6s9sKd,-100|100,DeepStack,sethi.muskan.1 
r200r20000f,,,,6dTcAsTh,200|-200,sethi.muskan.3,DeepStack 
r20000f,,,,9s2s7h9d,-100|100,DeepStack,sethi.muskan.4 
f,,,,AcKc2s5d,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,5s3h4dTd,-100|100,sethi.muskan.1,DeepStack 
cr20000f,,,,6h7sTd8s,100|-100,sethi.muskan.3,DeepStack 
k,r300c,k,k,3h2dJcQs3d8cJsAsKc,-300|300,sethi.muskan.4,DeepStack 
r20000f,,,,TsAcKd3c,-100|100,DeepStack,sethi.muskan.1 
f,,,,8h2d3s6h,50|-50,DeepStack,sethi.muskan.3 
r300r20000f,,,,JcKcAs2c,300|-300,sethi.muskan.3,DeepStack 
r300r20000f,,,,5cQs7cKs,300|-300,sethi.muskan.1,DeepStack 
r20000f,,,,Qh2sKh3s,-100|100,DeepStack,sethi.muskan.3 
r200c,cr600f,,,3h4cKhAcJs7h5h,-200|200,DeepStack,sethi.muskan.4 
k,cr200f,,,6hJdTc4s3c9d2d,-100|100,sethi.muskan.3,DeepStack 
f,,,,7s6d3c5h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,Jd5hQd5c,-100|100,sethi.muskan.4,DeepStack 
f,,,,6h6dTs4c,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,3hKd2cAd,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,4s6d6s7s,-100|100,sethi.muskan.3,DeepStack 
cr20000f,,,,Th9s6h3s,100|-100,sethi.muskan.4,DeepStack 
r200f,,,,3h7dQd6h,-100|100,sethi.muskan.1,DeepStack 
f,,,,2s9dQd8c,50|-50,DeepStack,sethi.muskan.3 
f,,,,7h4s7c3h,50|-50,sethi.muskan.3,DeepStack 
r20000f,,,,Th9h6cKs,-100|100,DeepStack,sethi.muskan.4 
f,,,,Ad3h7c9h,50|-50,DeepStack,sethi.muskan.1 
r20000f,,,,6d2c3cAd,-100|100,DeepStack,sethi.muskan.3 
r300r20000f,,,,4hKd7d8c,300|-300,sethi.muskan.4,DeepStack 
r300r20000f,,,,9cTd5s4d,300|-300,sethi.muskan.1,DeepStack 
r300r20000f,,,,JsQdQsAh,300|-300,sethi.muskan.3,DeepStack 
f,,,,8s3h6s4s,50|-50,DeepStack,sethi.muskan.4 
r20000f,,,,7c4cKs7s,-100|100,DeepStack,sethi.muskan.3 
f,,,,Td7s2c7d,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,QcTdTc5c,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,9d3dQdAh,-100|100,sethi.muskan.3,DeepStack 
r300r20000f,,,,Kh4h7d4d,300|-300,sethi.muskan.1,DeepStack 
f,,,,5cKdJd5s,50|-50,DeepStack,sethi.muskan.4 
r20000c,,,,8s8dKcTc5sQh4h6h2h,20000|-20000,DeepStack,sethi.muskan.3 
r200f,,,,Jh5h7s8c,-100|100,sethi.muskan.4,DeepStack 
k,k,k,r500f,Jh4c2cQhAs7hJs4h5c,100|-100,sethi.muskan.3,DeepStack 
f,,,,JhTh4s9c,50|-50,DeepStack,sethi.muskan.1 
r300r20000f,,,,4cAcAs5h,300|-300,sethi.muskan.1,DeepStack 
f,,,,8h4sTh8c,50|-50,DeepStack,sethi.muskan.1 
f,,,,5s6hJh4s,50|-50,DeepStack,sethi.muskan.3 
f,,,,Jc5s4s2c,50|-50,sethi.muskan.1,DeepStack 
k,r300r600f,,,6c2hTs5dTd7s8h,-300|300,sethi.muskan.3,DeepStack 
r20000c,,,,KsAcKd4dAd5cTh5s6c,20000|-20000,DeepStack,sethi.muskan.4 
r20000f,,,,6sJsKc2s,-100|100,DeepStack,sethi.muskan.1 
cr20000f,,,,9d9c8d5d,100|-100,sethi.muskan.4,DeepStack 
f,,,,8h5s9c2c,50|-50,DeepStack,sethi.muskan.3 
k,k,k,cr500f,8dTcKs3s6h3d2h4s3c,-100|100,sethi.muskan.1,DeepStack 
r20000f,,,,Qs9hTcJc,-100|100,DeepStack,sethi.muskan.4 
r300r20000f,,,,4s4c9hKd,300|-300,sethi.muskan.3,DeepStack 
cr500f,,,,AsQc2sTd,100|-100,sethi.muskan.4,DeepStack 
r500f,,,,2cQh3cAc,-100|100,DeepStack,sethi.muskan.3 
r20000c,,,,QcQdKhJsKd2cQh7d8s,20000|-20000,DeepStack,sethi.muskan.4 
cr20000f,,,,8sTc8dAs,100|-100,sethi.muskan.3,DeepStack 
r200r20000f,,,,9s9dTs4s,200|-200,sethi.muskan.4,DeepStack 
f,,,,7d8cKc3s,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,2sJh6dAc,-100|100,DeepStack,sethi.muskan.1 
r20000f,,,,6hThJh5h,-100|100,DeepStack,sethi.muskan.4 
r300r20000f,,,,6c7dAcJc,300|-300,sethi.muskan.3,DeepStack 
r300f,,,,7cJsAcKs,-100|100,sethi.muskan.4,DeepStack 
f,,,,Th3s2d9h,50|-50,sethi.muskan.1,DeepStack 
r20000f,,,,Kh4sKc2h,-100|100,DeepStack,sethi.muskan.3 
f,,,,4h6s7dQh,50|-50,DeepStack,sethi.muskan.4 
f,,,,AdKs8s4h,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,6c2s5h4h,-100|100,sethi.muskan.3,DeepStack 
r300r1500f,,,,5s3sTd5c,300|-300,sethi.muskan.4,DeepStack 
cr300c,r900c,k,k,KsTcJc6c6hQd8c8hJs,-900|900,sethi.muskan.1,DeepStack 
r300r900r2700c,cr8100r20000f,,,7h7d3c3hTd7sAc,8100|-8100,DeepStack,sethi.muskan.3 
r300c,cr900f,,,5s4hJsQhQs2c7h,-300|300,DeepStack,sethi.muskan.4 
r300f,,,,3s7cJhAc,-100|100,sethi.muskan.4,DeepStack 
f,,,,Ks9c7h2c,50|-50,sethi.muskan.3,DeepStack 
r300f,,,,Th7sAs2s,-100|100,DeepStack,sethi.muskan.4 
r500f,,,,7dKc9s7s,-100|100,DeepStack,sethi.muskan.3 
r500f,,,,2dKhAsQs,-100|100,DeepStack,sethi.muskan.1 
r200c,cr400f,,,6hQh5c7d9h2cJs,-200|200,sethi.muskan.3,DeepStack 
r200f,,,,Td2c6d9c,-100|100,sethi.muskan.4,DeepStack 
f,,,,KhAc2h9c,50|-50,sethi.muskan.1,DeepStack 
f,,,,2s7s5dJh,50|-50,DeepStack,sethi.muskan.4 
r300c,cr900f,,,8d7sAh7hQcKsJc,-300|300,DeepStack,sethi.muskan.1 
cr300c,r900c,r4500f,,6d8d9hTs3h8hJs6s,900|-900,sethi.muskan.4,DeepStack 
r300c,k,k,k,5c8c4d6dTsAh2sAc2c,0|0,DeepStack,sethi.muskan.3 
r200f,,,,5c2d3sKh,-100|100,sethi.muskan.1,DeepStack 
f,,,,KhKc4c5d,50|-50,DeepStack,sethi.muskan.4 
f,,,,4c7c2c5h,50|-50,sethi.muskan.4,DeepStack 
r300f,,,,Qc2sTh9d,-100|100,sethi.muskan.3,DeepStack 
f,,,,ThKc5sTc,50|-50,DeepStack,sethi.muskan.4 
f,,,,5dTh7h2c,50|-50,DeepStack,sethi.muskan.1 
k,r300f,,,Qs6h5c7hQcJc3d,100|-100,sethi.muskan.4,DeepStack 
r300c,k,k,k,TsKd8sKs5h7cJc6d3h,300|-300,DeepStack,sethi.muskan.3 
r300f,,,,5s9h4hJc,-100|100,sethi.muskan.1,DeepStack 
k,cr300c,k,k,2s9c6h2hTh5c2c8s4d,300|-300,DeepStack,sethi.muskan.1 
r300c,k,k,r600f,QdTc4sAhKh7s6cJhQs,300|-300,DeepStack,sethi.muskan.4 
r200f,,,,Tc5s8d9c,-100|100,sethi.muskan.3,DeepStack 
f,,,,9d9s8h6d,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,2h3sQhKc,-100|100,sethi.muskan.4,DeepStack 
k,cr300c,r900f,,2d8c3dAd8h6d7s3h,300|-300,sethi.muskan.3,DeepStack 
cr300f,,,,2dAc3dJc,100|-100,sethi.muskan.1,DeepStack 
r300f,,,,2h8dAs5s,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,8d2s7d9h,-100|100,sethi.muskan.4,DeepStack 
f,,,,5c4s2cTd,50|-50,DeepStack,sethi.muskan.1 
f,,,,9dKc6cKd,50|-50,DeepStack,sethi.muskan.4 
r20000f,,,,3c5dKc6h,-100|100,DeepStack,sethi.muskan.3 
r300f,,,,6dTs4s6h,-100|100,sethi.muskan.4,DeepStack 
cr300f,,,,JsKc9s5c,100|-100,sethi.muskan.1,DeepStack 
r300f,,,,Td4d8s5c,-100|100,sethi.muskan.3,DeepStack 
f,,,,9d5c6hTc,50|-50,DeepStack,sethi.muskan.4 
r300r900r2700f,,,,5dAdAs8s,-900|900,DeepStack,sethi.muskan.3 
f,,,,6hAd3s5s,50|-50,DeepStack,sethi.muskan.1 
f,,,,9h8s3s2c,50|-50,sethi.muskan.4,DeepStack 
f,,,,9h8d6d2c,50|-50,DeepStack,sethi.muskan.4 
r300r900f,,,,AcTc7sQc,300|-300,sethi.muskan.3,DeepStack 
cr300c,r900f,,,4cAcAd9c7d5c3d,300|-300,sethi.muskan.1,DeepStack 
f,,,,Qs2c5hJh,50|-50,DeepStack,sethi.muskan.3 
r300c,k,r900c,r4500f,6sAsJd8c8d3h2hAd5c,900|-900,sethi.muskan.4,DeepStack 
k,cr300f,,,9cQsAc5sAhJh4c,-100|100,sethi.muskan.3,DeepStack 
f,,,,AhKh5s9c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3hKd5c6c,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,2h4c3cKc,-100|100,DeepStack,sethi.muskan.3 
r200f,,,,Ts3hAs5s,-100|100,sethi.muskan.1,DeepStack 
k,cr200f,,,Ts7d2sTdAc9dJs,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,7h2c2d5d,-100|100,sethi.muskan.3,DeepStack 
r300f,,,,Qd3h9s9c,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,9h6dTdQh,-100|100,DeepStack,sethi.muskan.3 
f,,,,Ac6s2c9d,50|-50,DeepStack,sethi.muskan.4 
r300r900c,r2700c,r8100f,,KcKsAhTh3dJcKh5d,2700|-2700,sethi.muskan.1,DeepStack 
k,k,r300f,,Kh7sJs4h2c6s7d8s,100|-100,sethi.muskan.3,DeepStack 
k,k,k,r300r900c,5d2hJh7sKd8dQh6h5h,900|-900,sethi.muskan.4,DeepStack 
f,,,,KhKs4c7h,50|-50,DeepStack,sethi.muskan.3 
r200c,k,cr600c,cr1800f,3d8d4h5dJh7d9c9d3h,-600|600,sethi.muskan.3,DeepStack 
r500c,cr1500f,,,Td8h7h7cAdKcQd,-500|500,DeepStack,sethi.muskan.1 
f,,,,AcAh2c7c,50|-50,DeepStack,sethi.muskan.4 
k,cr300f,,,Qd4c9s3d8hKs5s,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,9sJh7h8h,-100|100,sethi.muskan.1,DeepStack 
r500c,cr1500r3000c,r6000c,r20000f,2d2s3sAh8h3h2cTdJd,6000|-6000,DeepStack,sethi.muskan.3 
r300c,cr900f,,,As2sJdQs9h7h8d,-300|300,DeepStack,sethi.muskan.4 
f,,,,TdKs4s2d,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,9h5d5c6h,-100|100,sethi.muskan.1,DeepStack 
r300r900r2700r20000f,,,,7cAhKcJd,2700|-2700,sethi.muskan.4,DeepStack 
cr20000f,,,,AhTc6c7h,100|-100,sethi.muskan.3,DeepStack 
r200f,,,,Th3dJdAh,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,5cQd6c8c,-100|100,DeepStack,sethi.muskan.4 
f,,,,JcQsJs5h,50|-50,DeepStack,sethi.muskan.3 
r200f,,,,6h5sTd6s,-100|100,sethi.muskan.4,DeepStack 
k,cr300f,,,8s2cQc8cKhTcJd,-100|100,sethi.muskan.1,DeepStack 
r200f,,,,9sKh7dAc,-100|100,sethi.muskan.3,DeepStack 
f,,,,Ks6s5d9s,50|-50,DeepStack,sethi.muskan.4 
f,,,,4cQd4dJd,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,Qs4d3d2d,-100|100,sethi.muskan.4,DeepStack 
k,cr300f,,,4hJcTh4dQd9s3c,-100|100,sethi.muskan.3,DeepStack 
r200c,cr600f,,,9dJs7d7h8h5cAh,-200|200,DeepStack,sethi.muskan.4 
f,,,,2cQc6d4s,50|-50,DeepStack,sethi.muskan.1 
r20000f,,,,Ts6cAd3h,-100|100,DeepStack,sethi.muskan.3 
cr300r900r2700f,,,,QdKh7dJd,900|-900,sethi.muskan.4,DeepStack 
r300c,r900f,,,5s7sJh9d5d6h4c,300|-300,sethi.muskan.1,DeepStack 
f,,,,KcTs2c3s,50|-50,sethi.muskan.3,DeepStack 
