PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300f,,,,3c6h5hAh,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,4sAc8c3s,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,r250c,r750f,3sJdTdQh5c8s7s6hAd,250|-250,lesnoy.dmitry.1,DeepStack 
r200f,,,,5h2dQs3h,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1500f,,Jh5hAc2d4d6c9c7h,600|-600,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,r1200c,cr3600c,Kc8c2s5h4s6s8sJh5d,3600|-3600,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,2cAd8hTd,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,3h3cKs7d9cJhQs,-300|300,DeepStack,lesnoy.dmitry.1 
r200r600c,k,r1800f,,3cAc6d7hAh8dJcTh,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,9hQd5s4sAsJh2c,-200|200,DeepStack,lesnoy.dmitry.1 
r200c,r300c,cr900c,k,8cQc8sTc3dKcAsQd9h,900|-900,lesnoy.dmitry.1,DeepStack 
r200c,cr600c,cr1500c,k,5cKs8d9s8sKh6c3c7d,1500|-1500,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,r1500r7500f,QsTdQc6h9c3d4h7cJc,-1500|1500,lesnoy.dmitry.1,DeepStack 
r300f,,,,5cTsAcJd,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900c,r2700c,cr5400c,r13500c,QhKsAhQs2d5h7h2hTh,-13500|13500,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,8sKcKhAc4d4h5h,-200|200,DeepStack,lesnoy.dmitry.1 
r300r900c,r2700c,cr5400f,,7dAs5c6cKh4h2s2c,-2700|2700,lesnoy.dmitry.1,DeepStack 
r300f,,,,8d6cAs2s,-100|100,DeepStack,lesnoy.dmitry.1 
cr300f,,,,4d3hJs2h,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,3h2dQsJs,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,k,k,k,9hKc4dKhQd7d4cAh8s,-200|200,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,Qd9h6c7c2cTh5s,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,r900c,r2700f,,Ks5c4cQc7d4sTc3s,900|-900,lesnoy.dmitry.1,DeepStack 
r200r600c,cr1800c,cr5400c,k,TcThKh8cKdQh4s3hQd,-5400|5400,DeepStack,lesnoy.dmitry.1 
r300c,k,r900f,,7s8dTc7hKd2s3s6d,300|-300,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,cr1500c,QcTs5d6hQs4s3sTh3h,1500|-1500,DeepStack,lesnoy.dmitry.1 
r200c,r500f,,,4c8sKh5d4d4hJc,200|-200,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,k,5hAd6d8dJcAh2h5s4s,900|-900,DeepStack,lesnoy.dmitry.1 
r300f,,,,2sTd3c7c,-100|100,lesnoy.dmitry.1,DeepStack 
r300r900c,cr2700f,,,3d3sKc7s9sTd6s,-900|900,DeepStack,lesnoy.dmitry.1 
k,r200c,r600c,r1800f,3sTcTsTdKs9dJsKcAd,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,9hQd9s4d,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,2d4cAh3d,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,r900r2250r20000f,,,ThQd7h8d5d4hTd,2250|-2250,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,8s8c6cKh,300|-300,lesnoy.dmitry.1,DeepStack 
r300r900c,r20000c,,,KsKd5h9h5s4cJcAs5c,-20000|20000,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1800f,,8c2c7s9c5hJc4d3c,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,6cQs3hTc,50|-50,DeepStack,lesnoy.dmitry.1 
k,r300f,,,9c9d2dTh3c6sKd,100|-100,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,3s9c8c5dQd5c8h,-100|100,DeepStack,lesnoy.dmitry.1 
r200r500c,r1250f,,,JhQh4c3d4hTsKs,500|-500,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,Kh8d3hQsJhTh3d,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,k,r900f,,As8dQh9dAc4s7cTh,300|-300,lesnoy.dmitry.1,DeepStack 
r200f,,,,8d4c8h7h,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r400c,cr800r2000c,k,6h7s9hAh9s2s2d2hKc,-2000|2000,lesnoy.dmitry.1,DeepStack 
r300f,,,,9h4dTsKc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600r900f,,,9sJd7dQhAcTd8h,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,5sQd8h3c,50|-50,DeepStack,lesnoy.dmitry.1 
cr300f,,,,As7sTd4c,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,6h5c4sQs,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,7sJh2s5h,50|-50,lesnoy.dmitry.1,DeepStack 
k,k,r200c,k,3dAcKc4s3hJh5h2dJd,200|-200,DeepStack,lesnoy.dmitry.1 
cr250c,k,r750c,k,KdKh9dThAc5h5s9cAd,750|-750,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800c,k,k,JhJcAs7cThQs7sKcKd,1800|-1800,DeepStack,lesnoy.dmitry.1 
k,r200f,,,9dKh5sKdTdQs7h,100|-100,lesnoy.dmitry.1,DeepStack 
r250r750c,k,r1500f,,ThKh5d2d3s6s8sTc,750|-750,DeepStack,lesnoy.dmitry.1 
r300c,r750c,r1875f,,Kc4c3h6h4s7h9c2c,750|-750,lesnoy.dmitry.1,DeepStack 
r300f,,,,5hQdTsJc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,r900c,r2250f,,2h7hAc8d2cJsQd6h,900|-900,lesnoy.dmitry.1,DeepStack 
r200r20000f,,,,TcJs4s5h,200|-200,DeepStack,lesnoy.dmitry.1 
r200c,cr600f,,,5c8h5d4cJsTh2c,-200|200,lesnoy.dmitry.1,DeepStack 
k,k,k,r200r300c,2h4dJc8h5cAs9d2d9s,300|-300,DeepStack,lesnoy.dmitry.1 
r300f,,,,5d3sJdKh,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r900f,,,As2s5d9d8hJcAd,300|-300,DeepStack,lesnoy.dmitry.1 
r200c,r300c,r900c,r2250f,9hTdKs2h2c4h8sQdJh,900|-900,lesnoy.dmitry.1,DeepStack 
r200r600f,,,,7h8hJd7s,200|-200,DeepStack,lesnoy.dmitry.1 
k,k,k,cr300c,5h6dTs9h4hKcQc2c6c,300|-300,lesnoy.dmitry.1,DeepStack 
r200r600c,r1800f,,,ThJd9c8hAcKd7c,600|-600,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,cr2700f,,QhKc8cTsTh2h8d2s,-900|900,lesnoy.dmitry.1,DeepStack 
r300f,,,,9c4s9dJh,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400f,,,6s8s9c2c9sQd9h,-200|200,lesnoy.dmitry.1,DeepStack 
r300c,cr750f,,,Ac8d2sAdThJs6c,-300|300,DeepStack,lesnoy.dmitry.1 
r300r900r1800c,cr5400f,,,TsTh4d6h9hKh8d,-1800|1800,lesnoy.dmitry.1,DeepStack 
f,,,,9d7s2h6s,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900c,r2250r6750f,,,TcTdAc4c4d4hQd,-2250|2250,lesnoy.dmitry.1,DeepStack 
cr300c,cr900c,cr2700c,cr8100f,6sKs7dJdKd3s2d4dQc,-2700|2700,DeepStack,lesnoy.dmitry.1 
r300f,,,,6sJcTc7h,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,4s7h5d6s,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,As9d6s2d,50|-50,lesnoy.dmitry.1,DeepStack 
r300f,,,,4sJh6hQs,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,3c8h7c2s,50|-50,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,k,r1800f,ThQd3s9s8d3d6dKdKs,600|-600,DeepStack,lesnoy.dmitry.1 
r200c,r600f,,,5h4d3c4cTc4s9s,200|-200,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,8s2hQd7dKsTc9c,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,k,r600f,,KsKd6d9c3hKc3s5h,300|-300,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800c,r3600r5400c,k,7sTsQcAc4d4s8sTc7h,5400|-5400,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1500c,r4500c,r20000c,4d8dAdTh4cQdKs6cJh,-20000|20000,lesnoy.dmitry.1,DeepStack 
r300f,,,,8d4c9s3s,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr750f,,,Th5hTc8dAcAh9s,-300|300,DeepStack,lesnoy.dmitry.1 
r300r900r1800c,r4500c,r13500f,,Qs9s6d4d6h4hThTc,4500|-4500,lesnoy.dmitry.1,DeepStack 
f,,,,9d5h6dTs,50|-50,DeepStack,lesnoy.dmitry.1 
cr300c,r900c,r2700c,r6750c,TsQsQcTdJd3sQh9hTh,0|0,lesnoy.dmitry.1,DeepStack 
r300f,,,,5sTh7sTs,-100|100,DeepStack,lesnoy.dmitry.1 
cr300f,,,,AdAs4h7d,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,6dQs3cJs,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,cr1800c,k,Qs8d5d3cTsAcQc5s6s,1800|-1800,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,Jc6hQd3cKc9c4d,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr300c,k,k,4dQdQs5d5s2dTc9h3h,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,Ah5c8d4s,50|-50,DeepStack,lesnoy.dmitry.1 
k,r300c,r750f,,8s3dJdQc6d8cKc6s,300|-300,lesnoy.dmitry.1,DeepStack 
r200f,,,,3c7sJc8s,-100|100,DeepStack,lesnoy.dmitry.1 
k,r250f,,,3d6sAs7cKc4d3s,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,QcQh8d5c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,r750c,r2250c,cr4500f,6hTh9hJd8d5c7hQsAs,-2250|2250,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,7hKs4s5s2cTs5c,-300|300,DeepStack,lesnoy.dmitry.1 
f,,,,6sQh9h3c,50|-50,lesnoy.dmitry.1,DeepStack 
k,k,cr300f,,4dJh9h6dAc3dKh7h,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,k,r1500r7500f,TcJdQd7s8d2s6s6c9h,-1500|1500,lesnoy.dmitry.1,DeepStack 
k,k,r200r500f,,3c7hKd2s4h6cJdKc,-200|200,DeepStack,lesnoy.dmitry.1 
k,r300r900c,cr2700c,cr8100f,Kh5c5dTsTc3d5h8dQs,-2700|2700,lesnoy.dmitry.1,DeepStack 
r300c,k,r600f,,4s2s6dJd3s2h9c9d,300|-300,DeepStack,lesnoy.dmitry.1 
r300r900c,r2700f,,,KsQc3d3sThTs7c,900|-900,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,k,4d5d9sQd2h5cTdThAs,900|-900,DeepStack,lesnoy.dmitry.1 
cr300c,r900r2700c,r8100r20000c,,Td9s2s2d9hQh2c6s3c,-20000|20000,lesnoy.dmitry.1,DeepStack 
r300f,,,,Tc4s2cAd,-100|100,DeepStack,lesnoy.dmitry.1 
cr500c,r20000f,,,6hQh3c5cJc5d4h,500|-500,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,cr2700c,cr8100f,3cQcJdAh9cQs5dAd6s,-2700|2700,DeepStack,lesnoy.dmitry.1 
r300f,,,,Jd5c9c4c,-100|100,lesnoy.dmitry.1,DeepStack 
k,k,cr300f,,9h2c2dJs3dKd8c4d,-100|100,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,JhJc5h4c,200|-200,lesnoy.dmitry.1,DeepStack 
cr300c,cr1500f,,,KdThQd3h8h4c3c,-300|300,DeepStack,lesnoy.dmitry.1 
r300f,,,,4sTd4h3s,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,4h3c2s6h,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r900f,Ah4cKd9s4h8hQh6h7c,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,7h5cJcAh,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r600c,r1800c,r5400r20000c,Kd5dKh5cKs9c2c5hJc,0|0,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,AcTs5cQh9s5sKc,-200|200,DeepStack,lesnoy.dmitry.1 
k,r300r600c,cr1200c,cr3600c,8d7hAd7dAh2h7cTc3c,-3600|3600,lesnoy.dmitry.1,DeepStack 
r300f,,,,3h7cQdJc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr900r2700c,r8100f,,2s5hQh7c7hAhKc3h,2700|-2700,lesnoy.dmitry.1,DeepStack 
k,cr300c,k,cr750c,6c9sJd5hTd8c7cJs6s,750|-750,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,6dAhKd5c,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,cr2250f,,6hKc7s2s4sTsKh8s,-750|750,DeepStack,lesnoy.dmitry.1 
cr300f,,,,AcAd2cJh,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,Kd5hTc4h,50|-50,DeepStack,lesnoy.dmitry.1 
cr300c,r900c,r2700c,r6750f,Kd9hAs9cKc3c6cAdTh,2700|-2700,lesnoy.dmitry.1,DeepStack 
f,,,,2c3d3h2d,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,k,TsQh9dKs7dJhJs2h6h,-300|300,lesnoy.dmitry.1,DeepStack 
r300f,,,,2d7sJd9d,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,r750f,,,3sAd6d8dQsQd2h,300|-300,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,5s7dJd2h4sQcJc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,Kc8c4d2dQs3cAh,-300|300,lesnoy.dmitry.1,DeepStack 
r300c,k,cr900c,k,8c7d6c5dAc8d3dKh6h,900|-900,DeepStack,lesnoy.dmitry.1 
r200c,cr400r1200c,k,k,8dJcJs7dQs3dJh5cAd,1200|-1200,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,cr2700c,cr8100f,5cAdQd4d4s3hQhAs8s,-2700|2700,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,7cAd8cQs,200|-200,lesnoy.dmitry.1,DeepStack 
r300f,,,,Qc7d6d8d,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,k,r250f,3c7h2s8sQc9cKhTdTs,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,5c4s6c5d,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,r300c,r900f,2h4cJh3cJdTcQs8s8c,300|-300,lesnoy.dmitry.1,DeepStack 
cr300c,r600r1500c,k,r4500f,5s6h7cJd4d7s4s3hAc,1500|-1500,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1800f,,,Th7c8dJc3sTd2h,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,8s4d3sTd,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900c,r2700f,,,TsQhKd9c3dJcAd,900|-900,lesnoy.dmitry.1,DeepStack 
r300r900c,k,cr2250c,k,TcKcQdKh3dAdKs5h8d,-2250|2250,DeepStack,lesnoy.dmitry.1 
r200c,cr400f,,,5h2hQd9h7cJs3d,-200|200,lesnoy.dmitry.1,DeepStack 
cr300c,cr750f,,,Qh8c5c7hAc9d6s,-300|300,DeepStack,lesnoy.dmitry.1 
cr300c,r900c,k,k,AhJdQh3c3h9sKd7s5h,-900|900,lesnoy.dmitry.1,DeepStack 
r300f,,,,4d5c2hAs,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,r900f,,,Tc8h2h2d7cJh8s,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,6d3d2s8c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,r900c,r2700f,,4c4h9s7d5d6h3h6d,900|-900,lesnoy.dmitry.1,DeepStack 
r300r900c,k,k,r1800f,AsJs5h6c9d4s8hJcQd,900|-900,DeepStack,lesnoy.dmitry.1 
r200c,k,r600f,,Jh3d3hAcJd2h7d6h,200|-200,lesnoy.dmitry.1,DeepStack 
r300f,,,,3dJs6h5s,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,Td3sJc7s,-100|100,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800c,cr5400c,cr16200r20000c,TdTc9hKhTs4cKd9c2d,20000|-20000,DeepStack,lesnoy.dmitry.1 
r200r20000f,,,,7hKdKs4d,200|-200,lesnoy.dmitry.1,DeepStack 
r1500f,,,,7hTs8s6c,-100|100,DeepStack,lesnoy.dmitry.1 
r200r1000c,r5000c,r20000f,,Jd9d7h8h5sKd6d2h,5000|-5000,lesnoy.dmitry.1,DeepStack 
r500c,r1500r4500f,,,Th9h3hKdKh3cJd,-1500|1500,DeepStack,lesnoy.dmitry.1 
r200c,r600r1200c,k,r3000c,Ts7cQcJhJsKhQh7h9h,-3000|3000,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,cr2700f,,Ac9d6d7s2d4d3h8d,-900|900,DeepStack,lesnoy.dmitry.1 
r200r1000f,,,,Ah9dKs3c,200|-200,lesnoy.dmitry.1,DeepStack 
k,cr300c,cr1500c,cr20000f,Ac5hTs4dAsJh8hAd6c,-1500|1500,DeepStack,lesnoy.dmitry.1 
r300c,k,r750r2250f,,5c6hAhThAd5d7sKh,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,2h4hTcJhJsAsKc,-300|300,DeepStack,lesnoy.dmitry.1 
r300r1500f,,,,JsAc6s5h,300|-300,lesnoy.dmitry.1,DeepStack 
r500f,,,,Td8c4d8d,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,8s4dTcJs,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,k,r900c,k,Ac6hJh9cTc2s4c5cTs,900|-900,DeepStack,lesnoy.dmitry.1 
r200c,r1000c,r5000f,,9d6c4c4dTc5d2d6d,1000|-1000,lesnoy.dmitry.1,DeepStack 
r500f,,,,6c9cJhKs,-100|100,DeepStack,lesnoy.dmitry.1 
k,r300f,,,Jd2s2dQc3s4h5c,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,4cJs3h3d,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1800r5400r20000f,,2dAs7c3cAc9h4dJc,5400|-5400,lesnoy.dmitry.1,DeepStack 
f,,,,9dKh2c7s,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,r300f,,Js2dKs2c7d3cAhJh,100|-100,lesnoy.dmitry.1,DeepStack 
r500f,,,,3s4d3dTc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,k,r600c,k,6sJd7cJs4dQc7h2h3h,-600|600,lesnoy.dmitry.1,DeepStack 
cr300c,cr900c,r1800c,r3600c,9s7d8h2hTh8dAhTd2c,-3600|3600,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,3h9h7dQd5d6dTd,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,cr1800f,,KhJs5d3s6d2cTc6s,-600|600,DeepStack,lesnoy.dmitry.1 
r300r900c,k,k,cr2700c,Ac5c9c8d7sTs8h4d6s,-2700|2700,lesnoy.dmitry.1,DeepStack 
r300c,r900r2700c,cr8100f,,8d9s6s5sJdTsQd9h,-2700|2700,DeepStack,lesnoy.dmitry.1 
cr500c,k,r1500c,cr4500f,Kd3d6c7dQh4hTc5d8h,-1500|1500,lesnoy.dmitry.1,DeepStack 
r500f,,,,5h7c5c6d,-100|100,DeepStack,lesnoy.dmitry.1 
k,r200c,r20000f,,Td5c4c6cJs6sKdQd,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,Ks9s6s2d,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr600c,cr1800c,2s7sJdQcAd5d8s4d3d,-1800|1800,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,cr2250c,cr6750f,5dKd6sAcAhTdAs4d2h,-2250|2250,DeepStack,lesnoy.dmitry.1 
k,r300c,r900c,r2700c,6d8h9sTd4c6hTs7hTc,-2700|2700,lesnoy.dmitry.1,DeepStack 
k,cr300c,cr1500f,,2hTcKcKhKs2sJh7h,-300|300,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,k,k,9d3hQd5cAc4h5sTh4s,-600|600,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,6d4hTd5hJhKs8h,-100|100,DeepStack,lesnoy.dmitry.1 
r300r20000c,,,,Qh7sAsKc9d4s9h6sTh,-20000|20000,lesnoy.dmitry.1,DeepStack 
r500c,r1000c,r2000f,,Qs5s7sKs5c2c8sQc,1000|-1000,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,Kc2c6sQd,200|-200,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,9hQc7s4sAh7h3s,-300|300,DeepStack,lesnoy.dmitry.1 
r300r1500c,r20000f,,,5h4s6s7sQsKhQc,1500|-1500,lesnoy.dmitry.1,DeepStack 
r300f,,,,3d8h9dQc,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,k,k,Qs4h5c9d5dKs8d6h8c,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,Jh4s9sAc,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,6h9s5c2s,50|-50,lesnoy.dmitry.1,DeepStack 
r300f,,,,Ks2hAdJc,-100|100,DeepStack,lesnoy.dmitry.1 
k,r300c,r900c,cr1800f,Jd5c7s2s9hTc8d6cTs,-900|900,lesnoy.dmitry.1,DeepStack 
r500f,,,,2h3s7s6h,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900c,r2250c,r11250f,,QcKd3h6h4c6cJhQd,2250|-2250,lesnoy.dmitry.1,DeepStack 
r500f,,,,Qh3h3dJd,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,k,k,8dTs4hQc3c7dJcKh6h,-400|400,lesnoy.dmitry.1,DeepStack 
k,k,k,r200f,6d7h3h6s9cTcJs4c8c,100|-100,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1800c,r20000c,,5s4h5c7c3h4c9c7s4s,20000|-20000,lesnoy.dmitry.1,DeepStack 
cr300c,k,cr900f,,9dJd5cQd2sQcKh3c,-300|300,DeepStack,lesnoy.dmitry.1 
r300r900c,cr1800f,,,3cAdTsAh9h5h7d,-900|900,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,5c2c9s7d5d6sKd,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,7s4h3hQs,-100|100,lesnoy.dmitry.1,DeepStack 
k,k,cr300f,,2hAc2cTh9c7h4hKd,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,8cQcJcQs7dJd7s8sKc,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,cr4500f,,8dQh6h5h4sKcQdTc,-900|900,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,KdAs3dAh,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,5dJs6s2s,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,3hJs5s8h,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,Qh2cTd5s,50|-50,DeepStack,lesnoy.dmitry.1 
cr300f,,,,Ad5h2dTs,100|-100,lesnoy.dmitry.1,DeepStack 
r300c,k,cr900f,,5hAd4s3cKd2sTc7c,-300|300,DeepStack,lesnoy.dmitry.1 
k,r200c,k,r500c,Js7c3d4h2c2dQh7s4c,500|-500,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,cr1875f,5h5d2dKs9dKd9h8dTh,-750|750,DeepStack,lesnoy.dmitry.1 
r300f,,,,5dJh8s8h,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,6dJdJcAsTd9hAh,-300|300,DeepStack,lesnoy.dmitry.1 
r300f,,,,9d3sKc9c,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,k,Ad3s3c5d3dTd7dKh2s,900|-900,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,9h4dTc8dJc6dQc,-300|300,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,KhQd8h9h8c4c2h,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r600f,4sAs7dAd9s3c6c2c9h,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,6h8dTd9d,-100|100,DeepStack,lesnoy.dmitry.1 
r300r960c,r2880c,r7200r20000c,,9c9d7d8s9hQd6d3dAs,20000|-20000,lesnoy.dmitry.1,DeepStack 
r200f,,,,6c2s4cJc,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr200r600f,,,Qh6d7c6h9h2sQs,200|-200,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,JhAc7d4d7s3c9h,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,r900f,,8cKs4cQc8dKd2h3d,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,Jh2sKcQd,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,r900f,,,9hTs6h9c8d7dJd,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Kc8c4dTc,50|-50,DeepStack,lesnoy.dmitry.1 
r200r300c,r1500f,,,6d7cQd8sTd4c2s,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,3s2c2s2d,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1800f,,6hQc6sTh5s3d3h5c,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,Jc6sTd4h,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr600f,,,6c2cTc6sJd4hJh,-300|300,lesnoy.dmitry.1,DeepStack 
k,cr250f,,,9c7sJh6c4c4h5h,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,k,k,r300r900f,3hJsQhQcJdKd9sTd7h,-300|300,lesnoy.dmitry.1,DeepStack 
r300f,,,,4cTh6c6d,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr300c,k,k,5hJsAh2h4d8d6h2sTc,-300|300,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,k,8s9cJcTd9sTs9d2s6s,900|-900,DeepStack,lesnoy.dmitry.1 
f,,,,Ks2s7d2h,50|-50,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800c,k,r3600f,JdTh2c2h4hAs8hKs4d,1800|-1800,DeepStack,lesnoy.dmitry.1 
r300c,r750c,cr1500f,,Ac4c6cQs7hQc5s8s,-750|750,lesnoy.dmitry.1,DeepStack 
r300f,,,,2d9sAh4d,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,4dAs2dKh,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,k,r600c,k,As4c6sKsAc2cKc2h7c,600|-600,DeepStack,lesnoy.dmitry.1 
cr300c,r900f,,,3dAc7hTcKc9c4h,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,4c2d6dAc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,cr800c,cr2400c,Ts6dQs5h4cQcQd6hKs,-2400|2400,lesnoy.dmitry.1,DeepStack 
